,data
647088,20.759232163294882
647216,19.559089498682578
663367,28.874906785160793
663368,30.490114145459486
663369,30.94620869185762
663472,20.23110839731348
663473,23.767070446241235
663486,29.77531625995984
663495,26.53705298944296
663496,28.37778606700678
663497,30.273687497876477
663498,31.171803376486594
663600,19.079894496484517
663601,22.28928795650377
663621,25.12390532602126
663623,25.049354065411453
663624,27.412024407647817
663625,30.184612382749954
663626,31.429398840775868
663627,30.981806431274947
663728,18.98564689550409
663750,24.874327526076023
663751,25.63550957678027
663752,27.009508010195287
663753,29.955915090836413
663754,30.70132763941591
663879,27.037764437777504
663880,28.862178373652327
663881,30.953399394581314
663882,31.261667788102137
679494,32.61740220739846
679495,32.79062491492576
679496,33.302939792690026
679601,28.88454708085769
679602,33.34865658835979
679603,34.66728580085912
679614,31.99827076944904
679615,30.657525118433593
679616,29.32099280766929
679617,29.5055253533069
679618,31.83285419118196
679619,33.99706958327984
679621,31.920265392597088
679622,30.06117763347429
679623,31.95615649508807
679624,33.95741995321563
679625,35.39294359781725
679626,35.93960878775299
679627,36.08316693351854
679728,22.0717889145672
679729,27.189906955880527
679730,29.67177834665848
679731,30.217143995183914
679732,30.99769922405567
679734,34.85445919461341
679741,33.76041978128232
679742,31.57237386085152
679743,29.101537772659075
679744,27.48088967402269
679745,28.61347684355039
679746,30.865227034362995
679747,32.67250237357748
679748,32.43741469327838
679749,29.9473639099019
679750,28.653887781303943
679751,30.750160749690114
679752,33.400044141884486
679753,35.08954617001399
679754,35.506252299348795
679755,35.076444261438354
679756,34.17090081934258
679856,20.383938620491065
679857,24.0814355576811
679858,26.015353763619633
679859,26.192448423554254
679860,27.248505493760295
679861,29.85254263424995
679862,33.029546667907816
679869,35.647798455969735
679870,31.551857017219255
679871,28.61948579569418
679872,26.858206996954685
679873,27.609360932702895
679874,29.0770962390398
679875,29.466448659189663
679876,28.983290394150618
679877,27.474478046131786
679878,26.82043001059975
679879,28.21781767488669
679880,31.196428430124755
679881,33.52813589482993
679882,34.67663697500355
679883,34.102819527213434
679884,32.556256463862056
679984,18.929807654429272
679985,22.482597285360033
679986,23.93681777663174
679987,24.852010991784315
679988,26.337088204320953
679989,28.352344936334664
679990,31.836211012992454
679991,36.425193290605115
679997,37.21167336255424
679998,32.724821076985016
679999,29.194057090403035
680000,27.178905317627514
680001,27.21337420744818
680002,27.332232055929403
680003,27.36741815328134
680004,27.22054162504749
680005,26.68726843002463
680006,26.409780132075095
680007,26.885588653393167
680008,29.551122355273087
680009,33.152285982520254
680010,34.38168074588515
680011,32.51604614308267
680012,30.459653762630424
680112,18.75298031983045
680113,22.023422485928677
680114,24.06209397363447
680115,24.451017368074098
680116,25.935965062424824
680117,27.89959147614739
680118,31.51858652515692
680125,37.57239538830271
680126,33.08143917566413
680127,29.662168075606623
680128,27.85881712513413
680129,27.756458974362893
680130,27.688868820970725
680131,28.40339984383674
680132,28.679125435783448
680133,28.63856716738603
680134,28.42926655925829
680135,28.667190610434442
680136,30.843386362909367
680137,33.4476380208204
680138,34.0706609158937
680139,31.484112989047752
680140,29.30464253298445
680241,22.056597802486994
680242,23.50692406336295
680243,24.016691704752592
680244,25.140683840333125
680245,27.16242860939339
680246,30.318679764377766
680254,34.8518191268544
680255,31.880571272097725
680256,29.847989748865583
680257,29.25742938491782
680258,29.596642518417905
680259,30.040236975529332
680260,31.230974329786918
680261,31.013680233911277
680262,30.447222384799996
680263,31.393652067665816
680264,32.8118921943413
680265,34.42242391692879
680266,34.288702452648096
680267,31.605120010416357
680368,18.493771659967074
680383,35.48019569309902
680384,33.24374529100065
680385,32.159316283440354
680390,31.498491939258376
680391,32.0248923457156
680392,33.87080890186596
680393,35.07256516071975
680394,34.98432622845363
680395,32.47807285161102
695731,28.837205143640862
695743,31.12806359123604
695744,31.72912886229501
695745,32.48444899610747
695746,33.934956827050996
695747,35.30622293012681
695750,35.614453879364135
695751,35.467067579426164
695856,19.10449095214094
695857,27.02316649774541
695858,33.059629950711084
695859,35.75192793006109
695860,36.00586841549856
695861,35.281312403221996
695862,34.23695577261532
695863,34.29534857973339
695869,31.836872523499437
695870,33.1942790626537
695871,33.10223814251259
695872,32.37950690404816
695873,32.924584636563715
695874,35.053110821924406
695875,36.805310975368535
695876,37.51490461692964
695877,36.357197328934625
695878,34.874924211217326
695879,35.81627121050461
695880,36.839939736341805
695881,36.87738692314771
695882,36.56941316176272
695883,35.49266699055392
695984,23.518579204091747
695985,30.591064588805004
695986,35.390968646641646
695987,37.287352532031534
695988,37.820419346802424
695989,38.1657187357065
695990,38.502960122942184
695991,38.99213801818883
695996,36.60617921902844
695997,35.39021957416984
695998,34.428592442119715
695999,32.40439179913878
696000,30.611436588725795
696001,31.08603780005197
696002,33.82723227258593
696003,36.03950732791395
696004,36.49578543418196
696005,34.266670371500986
696006,32.01302753350399
696007,34.050824955895315
696008,37.07601732352352
696009,39.424041297495236
696010,40.405904638737994
696011,39.518976905531055
696012,37.768568109386294
696112,22.44598821728366
696113,28.20775176869126
696114,31.19016821760614
696115,32.30256108809509
696116,33.745011467468295
696117,37.01843029215619
696118,39.65939148767872
696119,41.345445943557756
696120,43.302849961152425
696124,40.43537966590307
696125,36.869330488400735
696126,33.53836969773814
696127,30.05963392497523
696128,28.313343566908546
696129,29.540387352995577
696130,32.74665034823897
696131,34.44814693504515
696132,34.04073046204272
696133,31.683703846670983
696134,29.871483228639534
696135,32.292715138067535
696136,35.80143869446917
696137,38.26119853517725
696138,39.27395537316679
696139,38.066347908095224
696140,36.37248876480708
696141,35.28281810288159
696240,20.22942918168574
696241,24.357150151103383
696242,26.785276970729004
696243,27.361001543408676
696244,29.391279080323265
696245,32.93251198524522
696246,37.46606150812862
696247,41.32665380344403
696248,44.44293928087976
696252,41.34701039209342
696253,37.72581335030222
696254,33.35941847226354
696255,29.3640143026384
696256,28.16627387754212
696257,28.505866404915764
696258,29.96315755923507
696259,30.89083362617433
696260,30.711412346346723
696261,28.973915204030202
696262,28.36177479630666
696263,30.085769011216335
696264,32.99384944972246
696265,36.024761362218634
696266,37.21077328959464
696267,36.067979228119924
696268,34.02239305092047
696269,32.304621128698116
696368,18.87712631636746
696369,22.7455157955651
696370,24.73085516776001
696371,25.66075875302875
696372,27.025857275805272
696373,30.657658700077057
696374,35.349719077863575
696375,40.76114425838511
696376,44.015602267692934
696380,42.2196907060644
696381,38.50478879925508
696382,33.74551185082074
696383,30.161400056093935
696384,28.375150462870508
696385,28.134081677206755
696386,28.503118891395413
696387,29.43400755166703
696388,29.864968998946917
696389,29.457906598820255
696390,29.487799653696573
696391,30.055859432611967
696392,32.8619691009866
696393,35.832370564863766
696394,36.31173330781045
696395,34.569228082895805
696396,31.563814830218526
696397,30.26063957378004
696496,18.806137889341834
696497,22.334579282655056
696498,25.024740808240868
696499,25.916097484011974
696500,27.921720427883024
696501,30.952610670166592
696502,35.19051971328795
696503,39.94939158410934
696504,42.9743919122396
696508,42.98656876457502
696509,40.249329751926446
696510,35.187850445423116
696511,32.18125959282315
696512,30.73338222000268
696513,30.251112025724115
696514,30.297219687731868
696515,31.571272813421164
696516,32.57520324914856
696517,32.06210580936894
696518,32.00474815058476
696519,32.95910202344273
696520,35.21586123666879
696521,37.24124995968064
696522,36.916442698640026
696523,33.602225735549474
696524,30.77134458734233
696525,29.05596201194867
696624,19.057955024287587
696625,22.90495599798239
696626,24.790391143916327
696627,26.59366685644944
696628,28.64967636194139
696629,31.708581256123757
696630,35.553436400801644
696631,38.62261359924442
696632,41.416019835161805
696636,43.925975803628404
696637,42.61369225159338
696638,39.68272634003702
696639,36.33541825862563
696640,34.224022368430504
696641,33.5091048819734
696642,34.03305068636926
696643,34.27454378196891
696644,34.222084844721
696645,33.52814479212271
696646,33.44400712904626
696647,34.371118762637636
696648,36.9389675557904
696649,38.69455336584656
696650,38.062426124082705
696651,34.56152421114101
696652,31.151720819921064
696653,29.1254353645512
696752,18.903278075213155
696753,22.42192832954638
696754,23.810195885300804
696755,24.736502460933632
696756,26.705603046612353
696757,29.908147763312893
696758,32.922319821402056
696759,35.26562928056566
696760,37.543865931805385
696765,45.832324163901106
696766,44.04069674182505
696767,40.63096863199074
696768,37.412868025620526
696769,35.9724400812439
696770,36.03481229709283
696771,35.679682768935464
696772,35.11739602702308
696773,33.9444570250143
696774,33.75449227766766
696775,34.836455048891885
696776,36.85599441605541
696777,39.285981548557615
696778,39.12351131443809
696779,35.82048486145555
696780,32.02952493649355
696880,17.723867139313413
696887,31.308223682232544
696894,44.99110600685044
696895,42.35164052898146
696896,38.92031868160685
696897,36.57714951626921
696898,35.97619534582071
696899,35.04136722589341
696900,34.882990982105724
696901,34.49379932164853
696902,34.554962130815305
696903,35.5982857755081
696904,37.47995455923192
696905,39.80744411829864
696906,40.29815843337493
696907,37.01137799067025
711728,6.420117171747489
711729,7.928113544904555
711856,7.437034966773869
711857,10.960283972423
711859,14.986443058566799
711861,19.240429108099878
711984,8.224635172515557
711985,14.44933528034002
711986,19.288587928257204
711987,22.186930421860602
711988,23.598701019609628
711989,24.950410077565724
711990,26.29034515848999
711991,27.263520755496565
711992,26.957527130423582
711999,31.93319336323764
712000,33.074943186597565
712001,33.61023804137337
712002,34.94406245435734
712003,36.311062664162854
712004,38.27974891599706
712112,13.637288424669142
712113,21.996008815853855
712114,28.90500303223163
712115,32.488555203397446
712116,33.09240443854695
712117,32.32325457167697
712118,32.18498224234377
712119,32.234746160502525
712120,32.607314004966405
712121,32.05981286850329
712125,30.76023218699479
712126,32.9556296580779
712127,34.46103116933502
712128,35.48914195398299
712129,36.4717049971528
712130,37.98716960777015
712131,39.90644256381271
712132,41.82272625989525
712133,41.08872216987367
712134,40.40840065899895
712135,39.554303084490925
712136,38.52331579939892
712137,36.296514959345004
712138,34.914740795712596
712240,20.146956176188098
712241,28.742324482024127
712242,35.69221681845061
712243,38.68187328693401
712244,39.03122916527568
712245,38.07491227051451
712246,37.45245198536256
712247,38.04106056887038
712248,39.01089328025872
712249,39.16252911437497
712252,35.346329896625754
712253,35.00635472048915
712254,35.73316180068701
712255,35.18726446763571
712256,35.069645939304294
712257,35.83134188730964
712258,37.658019602028865
712259,39.54432197690473
712260,40.47103731662359
712261,39.175819248335344
712262,38.354624129225044
712263,39.11634597802773
712264,40.32996344183832
712265,40.815529386667066
712266,40.838961150359935
712267,39.87355561330109
712268,36.926714648979136
712368,23.84125335157608
712369,31.446129073192377
712370,37.31820965951759
712371,39.27592998246227
712372,40.34704080753524
712373,41.24758135159844
712374,42.2836861736912
712375,44.02944376838178
712376,45.56217593344425
712377,44.87925141767687
712379,42.59168187313936
712380,39.717978085452415
712381,38.06641827912041
712382,36.351255120983716
712383,34.18006447895598
712384,31.976962891381262
712385,32.803882700261134
712386,35.315057151564496
712387,37.48612052314864
712388,37.85391459119251
712389,35.50761465316956
712390,33.91983635575749
712391,36.47420229621734
712392,40.02103098823763
712393,43.00568846086946
712394,44.01699868881774
712395,42.71629953769523
712396,40.43445866037162
712397,37.62105239439594
712496,22.75910970980503
712497,29.139344723078583
712498,32.4843447626054
712499,33.751083138634996
712500,36.03317751856762
712501,40.24716771531852
712502,44.31943055903274
712503,47.36404268736649
712504,48.10653667871086
712505,48.363439897641854
712507,44.69814390163892
712508,41.69648062252148
712509,38.0266603228793
712510,34.66874696252109
712511,30.994713886787174
712512,29.49719370038899
712513,30.76265423695791
712514,33.460893716358314
712515,35.59623116359954
712516,35.36680210688319
712517,33.248216763739784
712518,32.054976032034475
712519,34.465807790233725
712520,38.054706707368254
712521,40.63077545108554
712522,41.44192328676007
712523,40.02242100083325
712524,38.591608257392174
712525,36.60122842587917
712526,34.890469070838805
712624,20.100874059575457
712625,25.065713384395597
712626,27.393922931031348
712627,28.58278869800746
712628,30.97942901668085
712629,35.14209786172511
