,data
0,0.047735629943699495
1,0.0348363759751235
2,0.028210732127336453
3,0.023749024067703108
4,0.02775648803533918
5,0.03299203967576142
6,0.01744425992723354
7,0.07952644558048277
8,0.059591704923866985
9,0.043539644164660364
10,0.0296482948937701
11,0.034919926707178035
12,0.048625454399552924
13,0.044302823499049106
14,0.1305690922761315
15,0.010691143555914807
16,0.017110517981077024
17,4.107344502526301
18,4.631097474021621
19,3.404207497790684
20,4.4967633953224135
21,5.6791962759604715
22,5.841579143942542
23,4.068905950510184
24,0.03331079698149698
25,0.029426465111857283
26,4.060879253150653
27,2.2637334710422663
28,0.0937290310664704
29,3.4141207280047015
30,4.60519164295345
31,0.20836571383015637
32,0.3263451829068881
33,2.2332638091750328
34,0.016530338749338274
35,7.723044849549942
36,0.02899379475063303
37,0.09867031501635859
38,0.07687778753407239
39,2.5216208002250724
40,0.3684167940759442
41,0.16539200916778524
42,0.3041065588013022
43,0.10284629640754114
44,0.00870398711737898
45,0.03166742172334219
46,0.009556360344748056
47,0.07813429113195092
48,0.05283179956111131
49,0.10231833529311618
50,0.030284366709113882
51,0.02542089583930683
52,0.32804364242519446
53,0.8972925993879177
54,0.005180433803000586
55,0.025321029691301556
56,0.005363573106872929
57,0.01767828563491866
58,0.003279758357620662
59,0.003646052346996512
60,0.010945475291650613
61,0.01216529056003394
62,0.006242531915090723
63,0.008726507843583297
64,0.006914990938403855
65,0.1640892515693787
66,0.18400475582579232
67,0.002266803111935499
68,0.003904473422075452
69,0.0303540545948397
70,1.3961567326192974
71,0.3057761294856166
72,2.3606651546068145
73,0.028383126222187798
74,0.012080195363945369
75,1.1936093200619662
76,4.720684466396289
77,4.687921458972245
78,4.207986512642059
79,5.412745874338136
80,4.2182535173093525
81,2.1221951199096742
82,2.955379283554852
83,3.226251321448638
84,0.019403494062422956
85,0.1631708145089612
86,0.08238631829489335
87,0.0903690635603893
88,0.0822717190835825
89,0.022711906538940084
90,0.02023326587697636
91,3.1186040989825554
92,2.9470127662393373
93,2.666736155263037
94,0.029204901999555867
95,0.06997060909740045
96,0.05805949667986705
97,0.049086006330788745
98,0.020210383591612667
99,0.017965140453717353
100,0.05688066801742332
101,0.05879383471861287
102,0.05247646792170643
103,0.042640638621906354
104,0.034234898141487724
105,0.029188132410876307
106,0.01709771693376526
107,0.0171684531599251
108,0.02538832019661175
109,0.02505068224745876
110,0.04695549042246374
111,0.03240590437422585
112,0.06300095210555232
113,0.07085351335254178
114,0.046605514979635596
115,0.042660686878329704
116,0.05982596490073976
117,0.07687384152198364
118,0.03132992325250484
119,0.16073531597325696
120,0.336662918056039
121,0.175343151218498
122,11.096171932567906
123,7.381000312620088
124,0.07465047822335932
125,0.016744762404717284
126,9.493551333624032
127,14.95067816393177
128,11.676911338446645
129,14.920337254579328
130,14.879299569408703
131,11.849889990727718
132,14.908089242170952
133,14.64230031767161
134,0.01858047706362325
135,13.106748715890758
136,14.070030248693614
137,14.966122320827983
138,14.8677259564895
139,12.118500084010533
140,11.245976813212613
141,8.942252050176128
142,14.073798340745233
143,12.03408505025355
144,0.010213204916674667
145,13.958267969395916
146,14.601432898647174
147,12.540019722707312
148,14.793449125190042
149,12.099027806607456
150,11.294502752203254
151,8.988511852957025
152,14.108320736296337
153,12.232129478759873
154,0.008056564455233492
155,13.957443352478425
156,14.629397567216373
157,12.54456557849788
158,14.220419686934067
159,12.112324571562587
160,11.307675644678275
161,8.958113975690134
162,13.023135793975497
163,11.945187992638855
164,0.008124764718091447
165,13.33101355263894
166,10.394928884275204
167,12.548684822345564
168,12.662901549031984
169,12.078164970890693
170,8.2721038893668
171,7.01396145763087
172,9.79822056373995
173,11.922668122163515
174,0.014393142522702887
175,14.286680550938858
176,10.37313111315723
177,9.713216520708635
178,11.832203418125898
179,6.293954445695716
180,6.865766860566499
181,5.456819165664926
182,8.649798188580265
183,11.953890693960815
184,0.025239563514903182
185,14.340796528149085
186,6.767326968372651
187,0.07753288903973145
188,11.85913401630603
189,6.204956667957836
190,6.828986306978189
191,8.50554481080058
192,8.67295437166403
193,6.554992278646895
194,0.03563493037987021
195,0.5086037813040949
196,0.13637731814347182
197,0.05009925020349924
198,0.15379513232849404
199,0.05622190551238743
200,0.02705289359403977
201,0.046092309817545724
202,0.04794423363663993
