,data
0,0.2977262449355579
1,0.3072706070785825
2,0.2867039880675656
3,0.20552447621298503
4,0.0020258331919801296
5,0.12917499542969055
6,1.1074802813059796
7,0.09011811515114287
8,0.015426890282033267
9,1.2283209516735196
10,2.5833972702452046
11,2.1538104810871728
12,0.6678068631492982
13,0.001807519829932496
14,0.0034423418638964533
15,0.000670116625988707
16,0.3877564531678086
17,0.23276275596287943
18,0.12847871199006639
19,0.027192616904568163
20,1.6641573786030541
21,0.1616360823336754
22,0.028523680981136473
23,6.057878695138755
24,2.647151825152359
25,2.1645999656299613
26,2.805221847111344
27,0.003112025150112128
28,0.004500537934010555
29,0.0010186508214671092
30,0.34030413633224776
31,0.29328024913354545
32,0.24257954278813956
33,0.04529166250230108
34,2.2164959173506156
35,4.959405368049096
36,4.070300258599599
37,6.059280940710273
38,2.6476176005090912
39,2.1650856550543973
40,2.8059167104334013
41,0.0035819923149163903
42,0.0052793303014674504
43,0.0013741006606385615
44,0.0005290670944720238
45,0.0008962285636637014
46,0.06657049871558364
47,2.590390975371509
48,4.725036949259207
49,5.463364586869372
50,4.514390770361758
51,4.961390544456467
52,4.0733244871882315
53,6.0599816885497795
54,2.647891682495721
55,2.165392859775484
56,2.806346085371747
57,0.0038802273900763696
58,0.005910139720718034
59,0.002374873790882824
60,0.002447701198813319
61,0.00478331568101685
62,0.0046391558243554475
63,0.010333549356119362
64,0.018280614340142724
65,2.5949631739733614
66,4.726127320542909
67,5.4655447311212635
68,4.516793649151295
69,4.96256105700201
70,4.0746157587904905
71,6.061216364607729
72,2.6486344989448063
73,3.3643820675231506
74,4.122588870894504
75,0.019385091434225118
76,4.467887213324938
77,2.221506121663687
78,4.4696705539530965
79,6.670969863342922
80,0.012062506551659599
81,0.020872841050442462
82,0.04191572544788125
83,0.010057862072715865
84,2.592381021256793
85,4.725661053784713
86,5.465234199170036
87,4.517795468218176
88,4.962852226495198
89,4.07513168425311
90,6.064315499444102
91,5.310127673465444
92,3.9086823572448424
93,4.123704392463032
94,0.7953904496066672
95,4.468478479240788
96,2.222626562951416
97,4.470525877636154
98,6.674403234226916
99,6.701194000316434
100,0.054498707922318215
101,0.10394040476511789
102,0.00919154477371417
103,2.8418413527797104
104,4.726034253771846
105,6.625881487286252
106,4.78318656559583
107,4.963213876681482
108,4.077093420166251
109,6.269229066309041
110,5.319737638741827
111,3.9090983668065546
112,4.123828254249572
113,0.7963315714283795
114,4.4700786821300165
115,2.2244124253727513
116,4.470609113609518
117,6.674533183712748
118,6.715314126332229
119,6.723217763044414
120,6.512327431676639
121,0.008196721238798691
122,3.5027693272604914
123,4.726587521715668
124,6.674549903678515
125,4.863263823475873
126,4.9656821769849335
127,4.823968656504684
128,6.701640126956954
129,5.320639702071346
130,3.9092557749562125
131,4.12364656120651
132,0.7965779352855351
133,4.4719486851438015
134,2.225483775565795
135,4.470643221326522
136,6.67482237692487
137,6.715875128046005
138,6.721831138607733
139,0.005032619847302901
140,0.006376830833504151
141,3.4925734013373706
142,4.7245036379717895
143,6.674911442238834
144,4.863274488018596
145,4.966293090593161
146,4.824319017383698
147,6.7018512598861655
